Age,Gender,Sport,WatchTime,PreviousClicks,Device,AdCategory
27,M,Football,130,6,Mobile,Sports
25,F,Cricket,32,17,Laptop,Travel
21,F,Football,126,1,TV,Sports
30,M,Football,73,5,Mobile,Travel
18,M,Cricket,88,16,Mobile,Gaming
58,F,Football,136,14,Laptop,Sports
29,M,Football,123,6,Mobile,Sports
42,M,Cricket,143,11,Laptop,Food
30,F,Cricket,146,1,TV,Sports
38,F,Football,17,1,Laptop,Travel
33,F,Football,19,11,Laptop,Travel
35,M,Football,56,17,Mobile,Travel
28,F,Cricket,23,19,Mobile,Travel
44,M,Cricket,115,13,TV,Food
46,M,Football,81,8,Laptop,Travel
35,F,Cricket,30,3,Laptop,Food
45,M,Cricket,23,19,TV,Food
23,M,Cricket,86,9,Laptop,Gaming
25,F,Football,105,8,Mobile,Sports
54,F,Cricket,159,9,Laptop,Food
60,M,Football,100,20,Laptop,Travel
29,M,Cricket,103,12,Laptop,Sports
42,M,Cricket,105,1,TV,Food
28,M,Cricket,68,10,Laptop,Travel
55,M,Cricket,61,12,Laptop,Food
38,F,Cricket,42,1,Laptop,Food
34,M,Cricket,153,5,TV,Food
19,M,Cricket,44,11,TV,Gaming
58,F,Cricket,54,7,TV,Food
26,F,Cricket,59,3,Laptop,Travel
38,M,Football,75,5,Laptop,Travel
19,M,Cricket,149,17,TV,Gaming
51,M,Cricket,129,2,TV,Food
30,F,Cricket,53,13,Laptop,Travel
25,F,Cricket,118,0,TV,Sports
22,M,Cricket,103,1,Laptop,Sports
28,M,Cricket,53,18,TV,Travel
32,M,Cricket,171,1,TV,Food
35,F,Cricket,105,2,TV,Food
56,M,Cricket,124,6,TV,Food
19,F,Football,173,20,TV,Gaming
48,M,Cricket,55,4,TV,Food
19,M,Football,95,9,TV,Gaming
42,M,Cricket,41,8,Mobile,Food
49,F,Football,83,15,TV,Travel
20,M,Football,60,12,Laptop,Gaming
46,M,Football,10,1,Laptop,Travel
24,M,Football,30,10,Laptop,Gaming
44,M,Cricket,79,15,Mobile,Food
44,M,Cricket,170,1,Laptop,Food
22,F,Cricket,21,4,Laptop,Travel
31,M,Cricket,165,16,TV,Food
39,F,Football,37,18,Laptop,Travel
49,M,Football,141,14,Laptop,Sports
18,M,Football,36,4,TV,Travel
23,F,Football,62,17,Mobile,Gaming
51,F,Football,25,14,TV,Travel
36,F,Cricket,176,16,Laptop,Food
19,F,Cricket,26,1,Laptop,Travel
31,M,Football,21,20,TV,Travel
45,F,Football,151,20,Laptop,Sports
42,M,Cricket,94,7,Mobile,Food
52,M,Cricket,135,13,Laptop,Food
21,M,Football,68,15,Mobile,Gaming
38,F,Cricket,54,16,TV,Food
53,M,Cricket,152,10,TV,Food
54,F,Football,66,17,TV,Travel
38,M,Football,34,5,Mobile,Travel
44,F,Cricket,169,18,TV,Food
39,F,Cricket,155,4,Mobile,Food
46,F,Cricket,111,16,Laptop,Food
59,F,Football,51,13,Laptop,Travel
55,M,Cricket,39,4,Laptop,Food
19,F,Football,37,4,Mobile,Travel
56,F,Cricket,55,9,Laptop,Food
52,M,Football,172,19,Laptop,Sports
41,M,Football,103,14,Laptop,Sports
31,F,Football,153,20,TV,Sports
48,F,Cricket,180,7,Laptop,Food
22,F,Cricket,110,7,TV,Sports
45,M,Football,46,9,Laptop,Travel
25,F,Football,26,4,Mobile,Travel
41,F,Cricket,72,15,Mobile,Food
32,F,Football,25,13,Mobile,Travel
22,M,Football,81,8,TV,Travel
59,M,Cricket,93,13,Laptop,Food
23,M,Football,124,14,Laptop,Gaming
35,M,Football,15,11,Laptop,Travel
18,M,Football,30,18,Mobile,Gaming
20,M,Cricket,140,2,Mobile,Sports
52,F,Football,157,15,TV,Sports
51,F,Cricket,166,10,Laptop,Food
36,F,Football,75,19,TV,Travel
55,F,Cricket,141,6,Mobile,Food
28,M,Cricket,63,11,TV,Travel
57,F,Football,60,1,Laptop,Travel
60,F,Football,171,7,Mobile,Sports
31,F,Cricket,147,17,Mobile,Food
33,F,Football,180,6,TV,Sports
41,M,Football,156,9,TV,Sports
59,F,Football,129,11,TV,Sports
36,F,Cricket,37,15,TV,Food
37,M,Cricket,95,19,TV,Food
60,M,Cricket,174,14,TV,Food
46,F,Football,50,7,TV,Travel
58,F,Football,162,14,TV,Sports
21,M,Football,110,17,Mobile,Gaming
49,M,Cricket,154,9,Mobile,Food
38,M,Cricket,71,5,Laptop,Food
45,F,Cricket,174,14,TV,Food
24,M,Cricket,180,1,Laptop,Sports
42,M,Cricket,5,17,Laptop,Food
24,M,Cricket,65,0,Laptop,Travel
23,F,Football,70,14,Mobile,Gaming
33,M,Football,101,11,Mobile,Sports
53,F,Football,123,13,TV,Sports
35,M,Football,101,2,Laptop,Sports
19,F,Cricket,44,20,TV,Gaming
36,F,Football,50,16,Laptop,Travel
44,M,Football,130,8,TV,Sports
47,M,Cricket,144,18,TV,Food
48,F,Cricket,156,18,Mobile,Food
42,M,Football,72,1,Mobile,Travel
36,F,Football,178,1,TV,Sports
33,M,Cricket,39,1,Mobile,Food
34,F,Cricket,15,6,TV,Food
31,M,Football,31,16,Mobile,Travel
27,F,Football,144,6,Mobile,Sports
18,F,Cricket,86,5,Mobile,Travel
25,F,Cricket,18,17,Mobile,Travel
28,F,Football,94,5,TV,Travel
41,F,Cricket,130,16,TV,Food
34,M,Football,105,7,Laptop,Sports
42,F,Football,40,19,Laptop,Travel
51,F,Cricket,83,13,Laptop,Food
18,F,Cricket,170,18,Mobile,Gaming
24,F,Football,84,17,Mobile,Gaming
39,M,Cricket,39,7,TV,Food
36,M,Football,50,17,Laptop,Travel
20,F,Football,36,2,TV,Travel
43,M,Cricket,143,12,TV,Food
35,F,Cricket,151,9,Mobile,Food
26,M,Cricket,18,8,Mobile,Travel
33,M,Cricket,138,11,TV,Food
42,F,Football,90,11,Mobile,Travel
34,M,Football,130,13,Laptop,Sports
26,M,Football,48,6,Laptop,Travel
49,F,Football,52,18,Laptop,Travel
32,M,Football,53,7,Mobile,Travel
45,M,Football,59,12,Mobile,Travel
36,F,Football,83,2,Mobile,Travel
48,F,Football,63,15,Laptop,Travel
55,M,Cricket,52,0,TV,Food
48,M,Football,149,13,Laptop,Sports
22,M,Football,130,9,TV,Gaming
46,M,Football,172,10,Mobile,Sports
39,M,Football,150,4,TV,Sports
41,M,Football,125,17,TV,Sports
60,F,Cricket,40,4,Laptop,Food
28,M,Cricket,180,10,TV,Sports
33,F,Cricket,106,6,TV,Food
21,F,Football,50,3,Laptop,Travel
58,M,Football,60,10,Mobile,Travel
33,F,Cricket,154,1,Laptop,Food
60,M,Cricket,114,14,Mobile,Food
21,M,Cricket,133,1,Mobile,Sports
28,F,Football,152,1,TV,Sports
27,F,Cricket,163,13,Mobile,Sports
56,M,Football,148,18,Laptop,Sports
46,M,Football,55,16,TV,Travel
53,F,Football,34,2,TV,Travel
40,M,Football,115,10,TV,Sports
46,M,Football,20,2,Laptop,Travel
46,F,Football,108,5,TV,Sports
21,F,Cricket,77,17,Laptop,Gaming
54,F,Football,61,6,TV,Travel
18,F,Football,7,20,Mobile,Gaming
47,M,Football,127,16,TV,Sports
26,M,Football,26,17,TV,Travel
52,M,Cricket,13,19,TV,Food
25,F,Football,42,20,Mobile,Travel
22,F,Cricket,32,4,TV,Travel
52,M,Cricket,41,20,TV,Food
27,F,Cricket,7,10,Mobile,Travel
45,M,Football,153,8,Mobile,Sports
37,F,Football,84,19,Mobile,Travel
41,F,Football,138,13,TV,Sports
24,F,Cricket,96,10,TV,Gaming
59,M,Football,122,10,TV,Sports
26,M,Football,108,5,TV,Sports
21,M,Cricket,77,0,Laptop,Travel
45,F,Cricket,149,13,TV,Food
25,M,Football,126,4,TV,Sports
42,F,Cricket,28,7,Laptop,Food
42,F,Cricket,59,10,Mobile,Food
50,M,Cricket,142,17,TV,Food
59,F,Football,143,0,Laptop,Sports
32,M,Football,129,3,Mobile,Sports
46,F,Cricket,141,14,Mobile,Food
55,M,Football,27,12,Laptop,Travel
38,F,Cricket,45,14,Mobile,Food
32,F,Cricket,70,8,TV,Food
36,M,Football,9,14,TV,Travel
28,M,Cricket,111,11,TV,Sports
55,F,Football,47,17,TV,Travel
40,F,Football,95,19,TV,Travel
32,M,Football,147,3,Laptop,Sports
22,M,Football,151,13,TV,Gaming
53,M,Cricket,128,13,TV,Food
52,M,Football,74,20,Laptop,Travel
36,F,Cricket,146,6,Laptop,Food
48,F,Football,102,16,Mobile,Sports
58,F,Football,14,12,Laptop,Travel
46,F,Cricket,12,1,Laptop,Food
36,M,Football,76,5,Laptop,Travel
37,M,Cricket,149,20,TV,Food
48,M,Football,19,17,Laptop,Travel
58,M,Football,76,9,TV,Travel
22,M,Cricket,29,4,Laptop,Travel
33,F,Football,162,3,TV,Sports
40,F,Football,163,13,Mobile,Sports
35,F,Cricket,160,9,Mobile,Food
24,F,Cricket,84,2,Laptop,Travel
60,M,Cricket,44,10,Mobile,Food
47,M,Cricket,146,0,Mobile,Food
34,F,Football,105,14,Mobile,Sports
23,M,Cricket,56,18,Mobile,Gaming
41,F,Cricket,31,18,TV,Food
48,F,Cricket,89,9,TV,Food
26,F,Cricket,70,18,Mobile,Travel
59,F,Football,57,5,TV,Travel
25,F,Football,115,0,TV,Sports
31,M,Cricket,112,6,TV,Food
37,M,Cricket,36,17,Laptop,Food
53,F,Football,162,19,Laptop,Sports
19,F,Cricket,40,5,Laptop,Travel
29,F,Football,79,13,Laptop,Travel
51,F,Cricket,105,20,TV,Food
37,F,Football,117,8,Laptop,Sports
37,F,Football,17,17,Laptop,Travel
46,M,Football,163,9,Laptop,Sports
60,M,Cricket,166,18,Laptop,Food
36,M,Cricket,93,13,TV,Food
56,F,Football,166,2,TV,Sports
20,M,Cricket,162,5,TV,Sports
45,F,Football,77,7,Laptop,Travel
35,F,Football,157,7,Mobile,Sports
18,F,Cricket,134,11,Mobile,Gaming
54,F,Cricket,63,1,Laptop,Food
44,M,Football,94,1,Laptop,Travel
43,M,Cricket,81,13,Mobile,Food
26,F,Football,164,4,Laptop,Sports
38,M,Cricket,174,15,Laptop,Food
19,M,Cricket,152,12,TV,Gaming
58,M,Cricket,167,17,Laptop,Food
34,M,Football,177,5,Mobile,Sports
32,M,Cricket,124,20,Mobile,Food
28,M,Cricket,180,2,Laptop,Sports
43,F,Cricket,50,15,Laptop,Food
31,M,Football,80,5,TV,Travel
42,M,Football,52,6,Laptop,Travel
30,M,Cricket,144,2,Laptop,Sports
30,F,Cricket,159,17,Laptop,Sports
23,M,Football,112,17,TV,Gaming
18,F,Football,136,15,TV,Gaming
30,M,Football,164,9,Mobile,Sports
51,F,Football,111,14,Laptop,Sports
33,F,Cricket,39,10,Mobile,Food
53,M,Football,18,0,TV,Travel
40,M,Football,99,6,TV,Travel
48,M,Cricket,134,16,Mobile,Food
23,M,Cricket,27,6,Laptop,Travel
42,M,Football,87,18,Mobile,Travel
19,M,Football,84,4,Mobile,Travel
46,F,Football,30,11,Laptop,Travel
21,M,Cricket,55,19,Laptop,Gaming
30,M,Cricket,76,5,Mobile,Travel
29,F,Football,177,3,Mobile,Sports
19,M,Cricket,85,19,Mobile,Gaming
59,M,Football,63,17,Laptop,Travel
32,M,Football,105,10,Laptop,Sports
20,F,Cricket,34,13,TV,Gaming
39,M,Football,16,16,Mobile,Travel
57,F,Football,60,10,Mobile,Travel
40,M,Cricket,78,11,Laptop,Food
19,M,Football,98,1,Laptop,Travel
34,F,Cricket,68,8,Laptop,Food
24,F,Cricket,161,4,TV,Sports
22,M,Football,77,14,Laptop,Gaming
46,F,Cricket,147,1,TV,Food
53,M,Cricket,100,15,Mobile,Food
58,M,Cricket,173,7,Mobile,Food
22,M,Cricket,35,8,Mobile,Travel
25,F,Football,129,6,Mobile,Sports
20,F,Football,107,6,TV,Sports
57,M,Cricket,160,16,Mobile,Food
28,F,Cricket,145,10,Mobile,Sports
34,F,Football,124,11,TV,Sports
23,F,Cricket,20,10,Mobile,Gaming
22,M,Football,35,13,Laptop,Gaming
25,M,Cricket,80,0,TV,Travel
45,M,Cricket,58,10,TV,Food
28,M,Football,125,13,TV,Sports
39,F,Cricket,58,14,TV,Food
22,M,Football,83,1,TV,Travel
43,M,Cricket,70,12,Laptop,Food
34,M,Football,80,17,TV,Travel
26,F,Football,150,16,Mobile,Sports
60,M,Cricket,21,19,Mobile,Food
21,F,Cricket,124,16,Mobile,Gaming
28,F,Football,24,2,TV,Travel
24,M,Cricket,142,20,Mobile,Gaming
41,M,Cricket,10,19,Mobile,Food
49,M,Cricket,143,10,Laptop,Food
56,M,Football,25,7,TV,Travel
18,F,Football,26,10,Mobile,Gaming
44,M,Football,23,9,Laptop,Travel
58,M,Cricket,15,19,TV,Food
50,F,Football,171,8,Mobile,Sports
58,M,Football,92,16,TV,Travel
44,F,Cricket,21,13,Mobile,Food
35,M,Cricket,130,7,Mobile,Food
59,F,Cricket,64,3,Laptop,Food
55,M,Football,173,14,Mobile,Sports
30,M,Football,52,16,Mobile,Travel
31,F,Football,71,16,Laptop,Travel
26,F,Football,62,0,Mobile,Travel
41,M,Football,119,6,Mobile,Sports
46,M,Cricket,51,16,Laptop,Food
32,F,Cricket,129,10,Laptop,Food
53,F,Cricket,169,6,Laptop,Food
31,M,Cricket,94,4,TV,Food
34,M,Football,153,3,Laptop,Sports
41,M,Football,174,4,Laptop,Sports
39,M,Cricket,40,12,Laptop,Food
28,F,Cricket,83,9,Laptop,Travel
27,F,Cricket,83,17,Mobile,Travel
45,M,Football,93,15,TV,Travel
30,F,Football,82,5,Mobile,Travel
52,F,Football,154,5,TV,Sports
18,F,Football,162,3,Laptop,Sports
59,M,Cricket,84,3,Mobile,Food
29,M,Football,83,8,TV,Travel
34,M,Football,117,12,TV,Sports
23,F,Football,127,16,Laptop,Gaming
44,F,Football,26,2,TV,Travel
51,M,Football,92,0,TV,Travel
30,M,Cricket,169,14,Laptop,Sports
54,F,Cricket,137,10,Laptop,Food
22,F,Football,157,10,Laptop,Gaming
45,M,Cricket,159,6,TV,Food
58,F,Cricket,10,17,Mobile,Food
25,M,Cricket,115,20,Mobile,Sports
27,M,Cricket,152,16,Mobile,Sports
34,F,Cricket,140,0,Laptop,Food
58,F,Football,79,2,Mobile,Travel
42,F,Cricket,56,16,TV,Food
45,M,Football,76,11,Laptop,Travel
32,M,Cricket,52,6,TV,Food
52,M,Football,95,2,Laptop,Travel
41,F,Cricket,32,4,Laptop,Food
18,F,Cricket,151,17,Laptop,Gaming
19,F,Football,165,1,Laptop,Sports
37,M,Cricket,105,11,Mobile,Food
28,M,Football,50,3,TV,Travel
49,F,Cricket,172,20,Mobile,Food
18,F,Football,11,14,Mobile,Gaming
34,M,Cricket,51,10,TV,Food
48,F,Football,96,9,Laptop,Travel
59,M,Cricket,177,16,Mobile,Food
25,F,Football,86,14,TV,Travel
24,F,Cricket,24,6,Mobile,Travel
60,F,Cricket,37,1,Laptop,Food
23,M,Cricket,29,13,Laptop,Gaming
37,M,Football,18,13,Laptop,Travel
42,F,Cricket,104,9,Mobile,Food
42,F,Cricket,47,8,Mobile,Food
33,M,Cricket,175,11,Laptop,Food
39,F,Cricket,118,0,Laptop,Food
30,M,Football,78,11,Laptop,Travel
34,M,Cricket,77,5,TV,Food
37,M,Football,20,7,Laptop,Travel
25,M,Cricket,23,4,Laptop,Travel
21,F,Football,116,11,Laptop,Gaming
22,F,Football,18,12,TV,Gaming
47,M,Cricket,46,1,Laptop,Food
19,M,Cricket,180,10,Mobile,Gaming
24,M,Cricket,28,6,TV,Travel
42,M,Football,154,9,Mobile,Sports
45,F,Football,169,15,TV,Sports
23,M,Football,102,6,Mobile,Sports
45,M,Cricket,132,1,Mobile,Food
55,M,Cricket,36,20,Mobile,Food
60,M,Football,34,8,TV,Travel
38,M,Football,51,12,TV,Travel
30,M,Cricket,142,15,Mobile,Sports
49,F,Cricket,147,14,Laptop,Food
45,F,Cricket,50,17,TV,Food
38,F,Football,177,3,Mobile,Sports
58,M,Football,78,4,TV,Travel
36,M,Football,78,2,Mobile,Travel
33,F,Cricket,51,17,TV,Food
49,M,Football,92,5,Laptop,Travel
43,F,Cricket,82,16,Laptop,Food
22,M,Football,95,6,Mobile,Travel
49,M,Cricket,92,1,TV,Food
53,F,Cricket,23,4,TV,Food
55,M,Cricket,180,10,Laptop,Food
22,F,Football,175,20,TV,Gaming
20,M,Cricket,83,13,Laptop,Gaming
57,M,Football,34,18,Laptop,Travel
25,F,Football,5,7,Mobile,Travel
53,M,Cricket,147,4,Mobile,Food
46,M,Cricket,25,17,Laptop,Food
22,F,Cricket,157,20,Laptop,Gaming
22,F,Cricket,29,1,TV,Travel
35,M,Football,155,20,Mobile,Sports
46,M,Cricket,89,3,TV,Food
60,M,Football,90,4,Mobile,Travel
48,F,Football,135,16,Mobile,Sports
23,M,Cricket,7,10,Mobile,Gaming
23,F,Football,62,11,TV,Gaming
58,F,Football,77,13,Mobile,Travel
51,M,Football,175,13,Laptop,Sports
43,M,Cricket,14,6,Laptop,Food
44,M,Football,108,11,TV,Sports
56,M,Cricket,10,18,Laptop,Food
21,M,Cricket,65,0,TV,Travel
20,F,Cricket,50,0,TV,Travel
59,M,Football,78,0,TV,Travel
19,F,Cricket,112,18,Laptop,Gaming
60,F,Football,45,11,Laptop,Travel
44,F,Cricket,141,2,TV,Food
37,M,Football,124,15,TV,Sports
38,M,Football,74,9,TV,Travel
34,F,Cricket,111,8,Mobile,Food
51,F,Football,161,5,Laptop,Sports
24,M,Cricket,112,17,TV,Gaming
56,M,Cricket,39,14,Mobile,Food
43,M,Football,155,9,Mobile,Sports
46,F,Football,143,9,Laptop,Sports
34,M,Cricket,33,16,Laptop,Food
30,F,Football,116,19,Laptop,Sports
49,F,Cricket,135,15,TV,Food
59,F,Football,45,11,Mobile,Travel
19,F,Football,64,17,Mobile,Gaming
57,M,Cricket,137,18,Laptop,Food
20,M,Football,166,4,Mobile,Sports
51,F,Cricket,14,6,TV,Food
34,F,Football,89,9,Mobile,Travel
50,F,Football,30,5,Mobile,Travel
56,M,Cricket,82,10,TV,Food
54,F,Football,173,15,TV,Sports
37,M,Cricket,27,17,Mobile,Food
37,F,Football,114,13,Mobile,Sports
39,F,Cricket,7,19,Laptop,Food
37,F,Football,67,13,Mobile,Travel
54,M,Cricket,57,5,Laptop,Food
29,M,Cricket,21,12,Mobile,Travel
44,M,Cricket,88,2,TV,Food
57,M,Football,26,4,Laptop,Travel
59,M,Football,100,17,Mobile,Travel
27,F,Cricket,10,18,Laptop,Travel
24,F,Cricket,56,5,TV,Travel
57,M,Football,100,9,Laptop,Travel
52,F,Football,146,8,Laptop,Sports
59,F,Football,13,8,Mobile,Travel
35,M,Football,27,5,Mobile,Travel
23,M,Cricket,143,10,Laptop,Gaming
35,F,Football,23,4,TV,Travel
26,F,Football,30,6,Mobile,Travel
51,M,Cricket,73,18,TV,Food
41,M,Football,36,14,TV,Travel
20,F,Football,103,12,Laptop,Gaming
51,F,Football,103,12,TV,Sports
51,M,Cricket,170,5,Laptop,Food
18,M,Cricket,54,0,Laptop,Travel
19,M,Football,152,6,TV,Sports
35,M,Football,177,7,Laptop,Sports
52,F,Cricket,19,19,Laptop,Food
39,F,Cricket,5,0,Mobile,Food
38,M,Football,129,8,TV,Sports
28,M,Football,177,20,TV,Sports
29,M,Cricket,154,14,Laptop,Sports
41,F,Football,144,17,TV,Sports
36,F,Football,165,3,Mobile,Sports
27,M,Football,106,16,Mobile,Sports
35,F,Football,158,10,Mobile,Sports
19,M,Cricket,52,20,TV,Gaming
28,F,Football,151,9,Laptop,Sports
56,F,Cricket,135,13,TV,Food
32,F,Cricket,173,1,Laptop,Food
53,M,Football,86,0,TV,Travel
39,M,Football,142,11,Mobile,Sports
30,M,Cricket,121,18,Laptop,Sports
52,F,Cricket,166,18,TV,Food
34,F,Cricket,129,11,Laptop,Food
39,M,Cricket,101,13,TV,Food
40,F,Football,177,1,Mobile,Sports
25,M,Football,159,17,Laptop,Sports
35,M,Football,81,1,TV,Travel
53,F,Football,122,14,TV,Sports
22,F,Football,44,18,Mobile,Gaming
34,M,Football,144,3,Mobile,Sports
46,M,Football,85,19,Laptop,Travel
57,F,Cricket,141,2,Laptop,Food
49,F,Football,107,20,TV,Sports
56,M,Cricket,80,3,Laptop,Food
42,F,Cricket,9,15,TV,Food
59,F,Football,40,14,Mobile,Travel
37,F,Cricket,146,10,Mobile,Food
47,M,Football,105,18,Mobile,Sports
57,M,Cricket,63,11,Mobile,Food
20,F,Football,27,1,Laptop,Travel
50,F,Football,6,5,TV,Travel
53,F,Cricket,80,8,TV,Food
47,F,Cricket,82,12,Laptop,Food
32,M,Cricket,90,10,Laptop,Food
57,M,Cricket,159,18,TV,Food
27,M,Football,79,11,Mobile,Travel
37,F,Football,178,17,TV,Sports
39,M,Football,169,17,TV,Sports
33,M,Football,153,12,TV,Sports
36,F,Football,174,15,TV,Sports
54,M,Football,162,8,Laptop,Sports
33,M,Cricket,110,1,Laptop,Food
27,M,Cricket,28,9,Mobile,Travel
54,M,Cricket,130,0,Mobile,Food
54,M,Football,19,16,Mobile,Travel
28,M,Cricket,179,16,Mobile,Sports
41,F,Cricket,60,16,Mobile,Food
46,F,Cricket,61,5,Mobile,Food
25,M,Cricket,156,17,Laptop,Sports
60,M,Cricket,123,5,Mobile,Food
31,M,Cricket,42,3,TV,Food
42,F,Football,54,14,Laptop,Travel
48,M,Football,73,15,TV,Travel
23,M,Football,80,11,Laptop,Gaming
42,M,Cricket,149,1,TV,Food
52,F,Cricket,167,12,TV,Food
39,M,Football,90,18,Mobile,Travel
42,F,Football,122,12,Mobile,Sports
27,F,Football,19,3,Mobile,Travel
47,M,Cricket,29,8,Mobile,Food
27,M,Football,103,15,TV,Sports
20,F,Football,140,6,Mobile,Sports
35,M,Cricket,118,14,Laptop,Food
45,M,Football,169,14,Laptop,Sports
36,F,Football,109,8,Mobile,Sports
37,F,Football,75,19,TV,Travel
41,M,Cricket,165,11,TV,Food
43,M,Football,125,14,Mobile,Sports
22,M,Cricket,60,18,TV,Gaming
30,M,Cricket,122,1,Laptop,Sports
42,F,Football,127,6,Mobile,Sports
43,M,Cricket,99,1,Mobile,Food
32,M,Cricket,131,11,TV,Food
30,F,Cricket,39,4,Laptop,Travel
60,M,Football,127,16,Laptop,Sports
48,F,Cricket,50,8,TV,Food
40,M,Football,44,8,Mobile,Travel
58,M,Football,143,3,TV,Sports
18,F,Football,120,19,TV,Gaming
39,M,Football,170,18,Laptop,Sports
18,M,Football,46,11,TV,Gaming
51,F,Cricket,10,20,Laptop,Food
28,M,Football,26,0,TV,Travel
36,F,Cricket,76,2,Mobile,Food
60,M,Cricket,44,6,Mobile,Food
22,M,Cricket,128,9,TV,Gaming
40,M,Cricket,82,18,Laptop,Food
58,M,Football,62,14,TV,Travel
31,M,Cricket,178,1,TV,Food
24,F,Cricket,129,19,TV,Gaming
55,F,Cricket,111,4,Mobile,Food
27,M,Cricket,49,20,Laptop,Travel
41,F,Football,96,4,TV,Travel
19,F,Football,63,9,Laptop,Gaming
21,F,Cricket,90,12,TV,Gaming
60,F,Cricket,98,5,Laptop,Food
19,F,Cricket,9,4,Laptop,Travel
48,M,Cricket,19,10,TV,Food
51,M,Cricket,38,1,Mobile,Food
58,M,Cricket,6,0,Mobile,Food
37,F,Cricket,180,16,Mobile,Food
26,F,Football,85,8,Laptop,Travel
20,M,Cricket,103,16,Laptop,Gaming
32,M,Football,23,11,Laptop,Travel
34,M,Football,144,16,Laptop,Sports
37,F,Football,22,3,Laptop,Travel
34,F,Cricket,179,17,Laptop,Food
32,M,Football,84,14,Mobile,Travel
20,M,Cricket,87,0,Laptop,Travel
54,M,Cricket,167,8,Laptop,Food
32,F,Football,151,19,Mobile,Sports
34,F,Football,18,13,Mobile,Travel
34,F,Cricket,132,8,Laptop,Food
57,F,Cricket,41,10,TV,Food
21,F,Cricket,10,14,Mobile,Gaming
23,M,Football,156,4,TV,Sports
53,M,Football,86,15,Laptop,Travel
24,F,Football,44,15,TV,Gaming
28,F,Football,13,6,Mobile,Travel
36,M,Football,122,3,Laptop,Sports
28,F,Football,23,15,Laptop,Travel
29,F,Football,122,6,Mobile,Sports
55,M,Cricket,64,11,Laptop,Food
23,M,Cricket,89,12,TV,Gaming
22,M,Cricket,45,9,TV,Gaming
46,M,Football,176,13,TV,Sports
18,M,Cricket,154,6,TV,Sports
48,F,Cricket,26,12,Mobile,Food
39,F,Football,63,7,Laptop,Travel
26,F,Cricket,143,20,Laptop,Sports
31,M,Cricket,109,18,Laptop,Food
35,M,Football,31,2,Laptop,Travel
25,M,Football,80,18,Mobile,Travel
37,F,Football,28,19,TV,Travel
18,M,Football,16,19,Mobile,Gaming
37,M,Cricket,23,0,TV,Food
37,F,Cricket,88,3,Mobile,Food
48,M,Cricket,117,5,TV,Food
60,M,Football,18,0,TV,Travel
21,F,Football,144,5,Mobile,Sports
51,M,Football,111,3,TV,Sports
48,F,Cricket,96,8,Laptop,Food
22,F,Cricket,124,0,Mobile,Sports
30,M,Football,159,2,Mobile,Sports
35,F,Cricket,43,7,TV,Food
45,F,Cricket,135,13,TV,Food
45,F,Football,150,2,TV,Sports
25,M,Football,74,20,Mobile,Travel
45,F,Cricket,154,19,Laptop,Food
33,F,Football,177,13,TV,Sports
37,F,Cricket,13,9,Mobile,Food
37,F,Football,54,20,Laptop,Travel
35,F,Cricket,135,8,Mobile,Food
29,F,Football,176,6,Laptop,Sports
20,F,Cricket,134,12,Laptop,Gaming
25,F,Cricket,61,5,TV,Travel
28,M,Cricket,45,14,Mobile,Travel
18,M,Cricket,167,3,Laptop,Sports
32,M,Cricket,125,7,TV,Food
55,F,Football,112,15,Mobile,Sports
40,M,Football,110,4,Laptop,Sports
25,M,Cricket,126,8,TV,Sports
29,F,Cricket,132,10,TV,Sports
58,F,Football,163,16,TV,Sports
34,M,Football,32,5,TV,Travel
45,M,Football,174,14,Mobile,Sports
36,F,Cricket,98,12,Laptop,Food
22,F,Football,7,11,Laptop,Gaming
52,F,Cricket,155,13,TV,Food
32,F,Football,131,5,Laptop,Sports
27,F,Cricket,141,8,TV,Sports
31,F,Cricket,165,17,TV,Food
56,M,Cricket,160,10,Mobile,Food
48,M,Football,119,9,Mobile,Sports
24,F,Cricket,137,13,Mobile,Gaming
18,M,Football,44,18,Mobile,Gaming
25,F,Cricket,74,12,Laptop,Travel
29,F,Football,137,11,Laptop,Sports
41,M,Cricket,91,4,Laptop,Food
32,M,Cricket,9,9,TV,Food
32,M,Cricket,129,6,Laptop,Food
23,M,Cricket,101,13,Mobile,Gaming
42,M,Football,86,3,TV,Travel
18,F,Cricket,81,6,Laptop,Travel
59,F,Football,159,6,TV,Sports
45,M,Cricket,122,10,Laptop,Food
36,F,Cricket,91,2,Laptop,Food
57,F,Football,119,4,TV,Sports
24,F,Cricket,18,15,Mobile,Gaming
47,F,Cricket,97,12,TV,Food
33,F,Football,61,1,TV,Travel
29,F,Football,127,11,Mobile,Sports
34,F,Football,84,17,Laptop,Travel
46,M,Cricket,164,7,Laptop,Food
57,F,Football,56,11,Mobile,Travel
45,M,Football,105,3,TV,Sports
44,F,Cricket,136,9,Laptop,Food
48,M,Football,96,20,Mobile,Travel
36,F,Cricket,83,8,Laptop,Food
38,F,Football,77,7,Mobile,Travel
58,M,Cricket,94,7,TV,Food
24,F,Football,51,12,Mobile,Gaming
58,M,Cricket,115,20,Mobile,Food
18,F,Cricket,20,10,Mobile,Gaming
42,F,Cricket,138,10,TV,Food
38,F,Football,136,18,Laptop,Sports
18,F,Cricket,22,4,Mobile,Travel
59,F,Cricket,136,13,TV,Food
27,F,Cricket,60,9,TV,Travel
26,M,Cricket,98,19,TV,Travel
